authors,title,year,volume,issue,start_page,end_page,citations,q75_citations,prop_rank,omit,statistical,individual,population,community,ecosystem,spatial,validation_selection,tools_practices
"Wagner, HH",Rethinking the linear regression model for spatial ecological data,2013,94,11,2381,2391,18,62.25,0.18288590604026847,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Smith, AB; Sandel, B; Kraft, NJB; Carey, S",Characterizing scale-dependent community assembly using the functional-diversity-area relationship,2013,94,11,2392,2402,55,62.25,0.7013422818791947,keep,no,NA,NA,NA,NA,NA,NA,NA
"Connor, EF; Collins, MD; Simberloff, D",The checkered history of checkerboard distributions,2013,94,11,2403,2414,53,62.25,0.6778523489932886,keep,no,NA,NA,NA,NA,NA,NA,NA
"Molina-Montenegro, MA; Torres-Diaz, C; Gallardo-Cerda, J; Leppe, M; Gianoli, E",Seabirds modify el nino effects on tree growth in a southern pacific island,2013,94,11,2415,2425,8,62.25,0.050335570469798654,keep,no,NA,NA,NA,NA,NA,NA,NA
"Blach-Overgaard, A; Kissling, WD; Dransfield, J; Balslev, H; Svenning, JC",Multimillion-year climatic effects on palm species diversity in africa,2013,94,11,2426,2435,38,62.25,0.5369127516778524,keep,no,NA,NA,NA,NA,NA,NA,NA
"Shen, GC; He, FL; Waagepetersen, R; Sun, IF; Hao, ZQ; Chen, ZS; Yu, MJ",Quantifying effects of habitat heterogeneity and other clustering processes on spatial distributions of tree species,2013,94,11,2436,2443,52,62.25,0.674496644,keep,no,NA,NA,NA,NA,NA,NA,NA
"Salazar, D; Kelm, DH; Marquis, RJ",Directed seed dispersal of piper by carollia perspicillata and its effect on understory plant diversity and folivory,2013,94,11,2444,2453,28,62.25,0.401006711,keep,no,NA,NA,NA,NA,NA,NA,NA
"Dantas, VD; Batalha, MA; Pausas, JG",Fire drives functional thresholds on the savanna-forest transition,2013,94,11,2454,2463,128,62.25,0.9362416107382551,keep,no,NA,NA,NA,NA,NA,NA,NA
"Matesanz, S; Sultan, SE",High-performance genotypes in an introduced plant: insights to future invasiveness,2013,94,11,2464,2474,23,62.25,0.28523489932885904,keep,no,NA,NA,NA,NA,NA,NA,NA
"Harvey, BJ; Donato, DC; Romme, WH; Turner, MG",Influence of recent bark beetle outbreak on fire severity and postfire tree regeneration in montane douglas-fir forests,2013,94,11,2475,2486,81,62.25,0.8389261744966443,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hendrickx, F; Palmer, SCF; Travis, JMJ",Ideal free distribution of fixed dispersal phenotypes in a wing dimorphic beetle in heterogeneous landscapes,2013,94,11,2487,2497,11,62.25,0.072147651,keep,no,NA,NA,NA,NA,NA,NA,NA
"Segoli, M; Rosenheim, JA",Limits to the reproductive success of two insect parasitoid species in the field,2013,94,11,2498,2504,14,62.25,0.11577181208053691,keep,no,NA,NA,NA,NA,NA,NA,NA
"Farrior, CE; Tilman, D; Dybzinski, R; Reich, PB; Levin, SA; Pacala, SW",Resource limitation in a competitive context determines complex plant responses to experimental resource additions,2013,94,11,2505,2517,77,62.25,0.8271812080536913,keep,no,NA,NA,NA,NA,NA,NA,NA
"Crowther, TW; Stanton, DWG; Thomas, SM; A'Bear, AD; Hiscox, J; Jones, TH; Voriskova, J; Baldrian, P; Boddy, L",Top-down control of soil fungal community composition by a globally distributed keystone consumer,2013,94,11,2518,2528,68,62.25,0.7869127516778524,keep,no,NA,NA,NA,NA,NA,NA,NA
"Venail, PA; Vives, MJ",Phylogenetic distance and species richness interactively affect the productivity of bacterial communities,2013,94,11,2529,2536,22,62.25,0.2651006711409396,keep,no,NA,NA,NA,NA,NA,NA,NA
"Scott, DE; Komoroski, MJ; Croshaw, DA; Dixon, PM",Terrestrial distribution of pond-breeding salamanders around an isolated wetland,2013,94,11,2537,2546,22,62.25,0.2651006711409396,keep,no,NA,NA,NA,NA,NA,NA,NA
"Vanschoenwinkel, B; Buschke, F; Brendonck, L",Disturbance regime alters the impact of dispersal on alpha and beta diversity in a natural metacommunity,2013,94,11,2547,2557,68,62.25,0.7869127516778524,keep,no,NA,NA,NA,NA,NA,NA,NA
"Britton, JR; Gozlan, RE",How many founders for a biological invasion? Predicting introduction outcomes from propagule pressure,2013,94,11,2558,2566,57,62.25,0.7197986577181208,keep,no,NA,NA,NA,NA,NA,NA,NA
"Wada, Y; Iwasaki, K; Yusa, Y",Changes in algal community structure via density- and trait-mediated indirect interactions in a marine ecosystem,2013,94,11,2567,2574,13,62.25,0.10234899328859061,keep,no,NA,NA,NA,NA,NA,NA,NA
"Crean, AJ; Dwyer, JM; Marshall, DJ",Adaptive paternal effects? Experimental evidence that the paternal environment affects offspring performance,2013,94,11,2575,2582,79,62.25,0.8322147651006712,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hatase, H; Omuta, K; Tsukamoto, K",A mechanism that maintains alternative life histories in a loggerhead sea turtle population,2013,94,11,2583,2594,45,62.25,0.622483221,keep,no,NA,NA,NA,NA,NA,NA,NA
"Papastamatiou, YP; Meyer, CG; Carvalho, F; Dale, JJ; Hutchinson, MR; Holland, KN",Telemetry and random-walk models reveal complex patterns of partial migration in a large marine predator,2013,94,11,2595,2606,113,62.25,0.9228187919463087,keep,no,NA,NA,NA,NA,NA,NA,NA
"Conn, PB; McClintock, BT; Cameron, MF; Johnson, DS; Moreland, EE; Boveng, PL",Accommodating species identification errors in transect surveys,2013,94,11,2607,2618,35,62.25,0.5050335570469798,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Vanak, AT; Fortin, D; Thaker, M; Ogden, M; Owen, C; Greatwood, S; Slotow, R",Moving to stay in place: behavioral mechanisms for coexistence of african large carnivores,2013,94,11,2619,2631,190,62.25,0.9714765100671141,keep,no,NA,NA,NA,NA,NA,NA,NA
"Falcy, MR; Danielson, BJ",A complex relationship between moonlight and temperature on the foraging behavior of the alabama beach mouse,2013,94,11,2632,2637,11,62.25,0.072147651,keep,no,NA,NA,NA,NA,NA,NA,NA
"Konuma, J; Sota, T; Chiba, S",A maladaptive intermediate form: a strong trade-off revealed by hybrids between two forms of a snail-feeding beetle,2013,94,11,2638,2644,7,62.25,0.043624161,keep,no,NA,NA,NA,NA,NA,NA,NA
"Kaartinen, R; Hardwick, B; Roslin, T",Using citizen scientists to measure an ecosystem service nationwide,2013,94,11,2645,2652,40,62.25,0.5570469798657718,keep,no,NA,NA,NA,NA,NA,NA,NA
"Lynch, HJ; Naveen, R; Casanovas, P","Antarctic site invetory breeding bird survey datay, 1994-2013",2013,94,11,2653,2653,19,62.25,0.20973154362416108,keep,no,NA,NA,NA,NA,NA,NA,NA
"Kenner, MC; Estes, JA; Tinker, MT; Bodkin, JL; Cowen, RK; Harrold, C; Hatfield, BB; Novak, M; Rassweiler, A; Reed, DC","A multi-decade time series of kelp forest community structure at san nicolas island, california (usa)",2013,94,11,2654,2654,17,62.25,0.16275167785234898,keep,no,NA,NA,NA,NA,NA,NA,NA
"Kushner, DJ; Rassweiler, A; McLaughlin, JP; Lafferty, KD",A multi-decade time series of kelp forest community structure at the california channel islands,2013,94,11,2655,2655,30,62.25,0.4395973154362416,keep,no,NA,NA,NA,NA,NA,NA,NA
"Vanier, CH; Newingham, BA; Smith, SD",Canopy volume–aboveground biomass relationships of desert perennials and the effects of elevated co2,2013,94,11,2656,2657,0,62.25,0.011744966,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hampton, SE; Holmes, EE; Scheef, LP; Scheuerell, MD; Katz, SL; Pendleton, DE; Ward, EJ",Quantifying effects of abiotic and biotic drivers on community dynamics with multivariate autoregressive (mar) models,2013,94,12,2663,2669,73,62.25,0.8087248322147651,keep,yes,0,1,1,0,1,0,0
"Fukaya, K; Royle, JA",Markov models for community dynamics allowing for observation error,2013,94,12,2670,2677,7,62.25,0.043624161,keep,yes,NA,NA,NA,NA,NA,NA,NA
"de Valpine, P; Harmon-Threatt, AN",General models for resource use or other compositional count data using the dirichlet-multinomial distribution,2013,94,12,2678,2687,15,62.25,0.13087248322147652,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Spiesman, BJ; Inouye, BD",Habitat loss alters the architecture of plant-pollinator interaction networks,2013,94,12,2688,2696,84,62.25,0.8523489932885906,keep,no,NA,NA,NA,NA,NA,NA,NA
"Marino, JA; Werner, EE",Synergistic effects of predators and trematode parasites on larval green frog (rana clamitans) survival,2013,94,12,2697,2708,33,62.25,0.4748322147651007,keep,no,NA,NA,NA,NA,NA,NA,NA
"Gittman, RK; Keller, DA","Fiddler crabs facilitate spartina alterniflora growth, mitigating periwinkle overgrazing of marsh habitat",2013,94,12,2709,2718,35,62.25,0.5050335570469798,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hart, SP; Marshall, DJ","Environmental stress, facilitation, competition, and coexistence",2013,94,12,2719,2731,68,62.25,0.7869127516778524,keep,no,NA,NA,NA,NA,NA,NA,NA
"Adams, TP; Holland, EP; Law, R; Plank, MJ; Raghib, M",On the growth of locally interacting plants: differential equations for the dynamics of spatial moments,2013,94,12,2732,2743,17,62.25,0.16275167785234898,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Mordecai, EA","Despite spillover, a shared pathogen promotes native plant persistence in a cheatgrass-invaded grassland",2013,94,12,2744,2753,34,62.25,0.48825503355704697,keep,no,NA,NA,NA,NA,NA,NA,NA
"Attermeyer, K; Premke, K; Hornick, T; Hilt, S; Grossart, HP",Ecosystem-level studies of terrestrial carbon reveal contrasting bacterial metabolism in different aquatic habitats,2013,94,12,2754,2766,39,62.25,0.5436241610738255,keep,no,NA,NA,NA,NA,NA,NA,NA
"Alric, B; Jenny, JP; Berthon, V; Arnaud, F; Pignol, C; Reyss, JL; Sabatier, P; Perga, ME",Local forcings affect lake zooplankton vulnerability and response to climate warming,2013,94,12,2767,2780,46,62.25,0.6325503355704698,keep,no,NA,NA,NA,NA,NA,NA,NA
"Bjork, JR; Diez-Vives, C; Coma, R; Ribes, M; Montoya, JM",Specificity and temporal dynamics of complex bacteria-sponge symbiotic interactions,2013,94,12,2781,2791,23,62.25,0.28523489932885904,keep,no,NA,NA,NA,NA,NA,NA,NA
"Moran, EV; Bewick, S; Cobbold, CA",Effects of plant genotype and insect dispersal rate on the population dynamics of a forest pest,2013,94,12,2792,2802,4,62.25,0.033557047,keep,no,NA,NA,NA,NA,NA,NA,NA
"Danner, RM; Greenberg, RS; Danner, JE; Kirkpatrick, LT; Walters, JR",Experimental support for food limitation of a short-distance migratory bird wintering in the temperate zone,2013,94,12,2803,2816,15,62.25,0.13087248322147652,keep,no,NA,NA,NA,NA,NA,NA,NA
"Zhao, LL; Lu, M; Niu, HT; Fang, GF; Zhang, S; Sun, JH",A native fungal symbiont facilitates the prevalence and development of an invasive pathogen-native vector symbiosis,2013,94,12,2817,2826,31,62.25,0.4546979865771812,keep,no,NA,NA,NA,NA,NA,NA,NA
"Crumsey, JM; Le Moine, JM; Capowiez, Y; Goodsitt, MM; Larson, SC; Kling, GW; Nadelhoffer, KJ",Community-specific impacts of exotic earthworm invasions on soil carbon dynamics in a sandy temperate forest,2013,94,12,2827,2837,26,62.25,0.3540268456375839,keep,no,NA,NA,NA,NA,NA,NA,NA
"Newbery, DM; Stoll, P",Relaxation of species-specific neighborhood effects in bornean rain forest under climatic perturbation,2013,94,12,2838,2851,24,62.25,0.3104026845637584,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hidding, B; Tremblay, JP; Cote, SD",A large herbivore triggers alternative successional trajectories in the boreal forest,2013,94,12,2852,2860,80,62.25,0.8355704697986577,keep,no,NA,NA,NA,NA,NA,NA,NA
"Pearse, WD; Jones, FA; Purvis, A",Barro colorado island's phylogenetic assemblage structure across fine spatial scales and among clades of different ages,2013,94,12,2861,2872,17,62.25,0.16275167785234898,keep,no,NA,NA,NA,NA,NA,NA,NA
"Aiba, M; Katabuchi, M; Takafumi, H; Matsuzaki, SS; Sasaki, T; Hiura, T",Robustness of trait distribution metrics for community assembly studies under the uncertainties of assembly processes,2013,94,12,2873,2885,37,62.25,0.5302013422818792,keep,no,NA,NA,NA,NA,NA,NA,NA
"Wollrab, S; de Roos, AM; Diehl, S",Ontogenetic diet shifts promote predator-mediated coexistence,2013,94,12,2886,2897,23,62.25,0.28523489932885904,keep,no,NA,NA,NA,NA,NA,NA,NA
"Livingston, G; Jiang, YX; Fox, JW; Leibold, MA",The dynamics of community assembly under sudden mixing in experimental microcosms,2013,94,12,2898,2906,16,62.25,0.14597315436241612,keep,no,NA,NA,NA,NA,NA,NA,NA
"Whelen, AM; Strong, DR; Baldwin, JD",Untitled,2014,95,1,1,1,0,62,0.010385756676557863,omit,no,NA,NA,NA,NA,NA,NA,NA
"Karban, R",Transient habitats limit development time for periodical cicadas,2014,95,1,3,8,10,62,0.11275964391691394,keep,no,NA,NA,NA,NA,NA,NA,NA
"Marquis, M; Del Toro, I; Pelini, SL",Insect mutualisms buffer warming effects on multiple trophic levels,2014,95,1,9,13,18,62,0.2626112759643917,keep,no,NA,NA,NA,NA,NA,NA,NA
"Dray, S; Choler, P; Doledec, S; Peres-Neto, PR; Thuiller, W; Pavoine, S; ter Braak, CJF",Combining the fourth-corner and the rlq methods for assessing trait responses to environmental variation,2014,95,1,14,21,327,62,0.9910979228486647,keep,yes,0,0,1,0,0,0,0
"Zipkin, EF; Thorson, JT; See, K; Lynch, HJ; Grant, EHC; Kanno, Y; Chandler, RB; Letcher, BH; Royle, JA",Modeling structured population dynamics using data from unmarked individuals,2014,95,1,22,29,83,62,0.8694362017804155,keep,yes,0,1,0,0,0,0,0
"Radville, L; Gonda-King, L; Gomez, S; Kaplan, I; Preisser, EL",Are exotic herbivores better competitors? A meta-analysis,2014,95,1,30,36,15,62,0.21216617210682492,keep,no,NA,NA,NA,NA,NA,NA,NA
"Jackrel, SL; Wootton, JT",Local adaptation of stream communities to intraspecific variation in a terrestrial ecosystem subsidy,2014,95,1,37,43,32,62,0.44807121661721067,keep,no,NA,NA,NA,NA,NA,NA,NA
"Muehlbauer, JD; Collins, SF; Doyle, MW; Tockner, K",How wide is a stream? Spatial extent of the potential stream signature in terrestrial food webs using meta-analysis,2014,95,1,44,55,105,62,0.9169139465875371,keep,no,NA,NA,NA,NA,NA,NA,NA
"Therrien, JF; Gauthier, G; Korpimaki, E; Bety, J",Predation pressure by avian predators suggests summer limitation of small-mammal populations in the canadian arctic,2014,95,1,56,67,64,62,0.7685459940652819,keep,no,NA,NA,NA,NA,NA,NA,NA
"Searcy, CA; Gray, LN; Trenham, PC; Shaffer, HB","Delayed life history effects, multilevel selection, and evolutionary trade-offs in the california tiger salamander",2014,95,1,68,77,22,62,0.314540059,keep,no,NA,NA,NA,NA,NA,NA,NA
"Barnagaud, JY; Barbaro, L; Papaix, J; Deconchat, M; Brockerhoff, EG",Habitat filtering by landscape and local forest composition in native and exotic new zealand birds,2014,95,1,78,87,36,62,0.5192878338278932,keep,no,NA,NA,NA,NA,NA,NA,NA
"Selmants, PC; Zavaleta, ES; Wolf, AA",Realistic diversity loss and variation in soil depth independently affect community-level plant nitrogen use,2014,95,1,88,97,9,62,0.097922849,keep,no,NA,NA,NA,NA,NA,NA,NA
"Koerner, SE; Collins, SL","Interactive effects of grazing, drought, and fire on grassland plant communities in north america and south africa",2014,95,1,98,109,127,62,0.9525222551928784,keep,no,NA,NA,NA,NA,NA,NA,NA
"Evans, SE; Wallenstein, MD; Burke, IC",Is bacterial moisture niche a good predictor of shifts in community composition under long-term drought?,2014,95,1,110,122,73,62,0.827893175,keep,no,NA,NA,NA,NA,NA,NA,NA
"Kuiper, JJ; Mooij, WM; Bragazza, L; Robroek, BJM",Plant functional types define magnitude of drought response in peatland co2 exchange,2014,95,1,123,131,73,62,0.827893175,keep,no,NA,NA,NA,NA,NA,NA,NA
"Mori, T; Saitoh, T",Flood disturbance and predator-prey effects on regional gradients in species diversity,2014,95,1,132,141,12,62,0.15578635014836795,keep,no,NA,NA,NA,NA,NA,NA,NA
"Campbell, AH; Verges, A; Steinberg, PD",Demographic consequences of disease in a habitat-forming seaweed and impacts on interactions between natural enemies,2014,95,1,142,152,40,62,0.5637982195845698,keep,no,NA,NA,NA,NA,NA,NA,NA
"Goebel, NL; Edwards, CA; Follows, MJ; Zehr, JP","Modeled diversity effects on microbial ecosystem functions of primary production, nutrient uptake, and remineralization",2014,95,1,153,163,9,62,0.097922849,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hamilton, SL; Newsome, SD; Caselle, JE",Dietary niche expansion of a kelp forest predator recovering from intense commercial exploitation,2014,95,1,164,172,26,62,0.3694362017804154,keep,no,NA,NA,NA,NA,NA,NA,NA
"Downing, AL; Brown, BL; Leibold, MA",Multiple diversity-stability mechanisms enhance population and community stability in aquatic food webs,2014,95,1,173,184,52,62,0.6676557863501483,keep,no,NA,NA,NA,NA,NA,NA,NA
"Angelini, C; Billiman, BR",Secondary foundation species as drivers of trophic and functional diversity: evidence from a tree epiphyte system,2014,95,1,185,196,69,62,0.7908011869436202,keep,no,NA,NA,NA,NA,NA,NA,NA
"Meunier, J; Brown, PM; Romme, WH",Tree recruitment in relation to climate and fire in northern mexico,2014,95,1,197,209,20,62,0.28338278931750743,keep,no,NA,NA,NA,NA,NA,NA,NA
"Correa, SB; Winemiller, KO",Niche partitioning among frugivorous fishes in response to fluctuating resources in the amazonian floodplain forest,2014,95,1,210,224,129,62,0.9554896142433235,keep,no,NA,NA,NA,NA,NA,NA,NA
"White, KS; Barten, NL; Crouse, S; Crouse, J",Benefits of migration in relation to nutritional condition and predation risk in a partially migratory moose population,2014,95,1,225,237,40,62,0.5637982195845698,keep,no,NA,NA,NA,NA,NA,NA,NA
"Jaric, I",The use of sighting records to infer species extinctions: comment,2014,95,1,238,238,2,62,0.026706231454005934,omit,no,NA,NA,NA,NA,NA,NA,NA
"Rivadeneira, MM; Hunt, G; Roy, K",The use of sighting records to infer species extinctions: reply,2014,95,1,238,239,1,62,0.020771513353115726,omit,no,NA,NA,NA,NA,NA,NA,NA
"Pozdnyakov, V; Meyer, T; Wang, YB; Yan, J",On modeling animal movements using brownian motion with measurement error,2014,95,2,247,253,21,62,0.2997032640949555,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Benson, JF; Patterson, BR; Mahoney, PJ",A protected area influences genotype-specific survival and the structure of a canis hybrid zone,2014,95,2,254,264,25,62,0.3486646884272997,keep,no,NA,NA,NA,NA,NA,NA,NA
"Yackulic, CB; Reid, J; Nichols, JD; Hines, JE; Davis, R; Forsman, E",The roles of competition and habitat in the dynamics of populations and species distributions,2014,95,2,265,279,77,62,0.8486646884272997,keep,no,NA,NA,NA,NA,NA,NA,NA
"Embar, K; Mukherjee, S; Kotler, BP",What do predators really want? The role of gerbil energetic state in determining prey choice by barn owls,2014,95,2,280,285,11,62,0.13204747774480713,keep,no,NA,NA,NA,NA,NA,NA,NA
"Palardy, JE; Witman, JD","Flow, recruitment limitation, and the maintenance of diversity in marine benthic communities",2014,95,2,286,297,24,62,0.33382789317507416,keep,no,NA,NA,NA,NA,NA,NA,NA
"Leffler, AJ; James, JJ; Monaco, TA; Sheley, RL",A new perspective on trait differences between native and invasive exotic plants,2014,95,2,298,305,72,62,0.814540059,keep,no,NA,NA,NA,NA,NA,NA,NA
"Pastore, AI; Prather, CM; Gornish, ES; Ryan, WH; Ellis, RD; Miller, TE",Testing the competition-colonization trade-off with a 32-year study of a saxicolous lichen community,2014,95,2,306,315,8,62,0.075667656,keep,no,NA,NA,NA,NA,NA,NA,NA
"Cavanaugh, KC; Siegel, DA; Raimondi, PT; Alberto, F",Patch definition in metapopulation analysis: a graph theory approach to solve the mega-patch problem,2014,95,2,316,328,40,62,0.5637982195845698,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Thorson, JT; Ono, K; Munch, SB",A bayesian approach to identifying and compensating for model misspecification in population models,2014,95,2,329,341,36,62,0.5192878338278932,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Pellegrini, AFA; Hoffmann, WA; Franco, AC",Carbon accumulation and nitrogen pool recovery during transitions from savanna to forest in central brazil,2014,95,2,342,352,53,62,0.6780415430267063,keep,no,NA,NA,NA,NA,NA,NA,NA
"Iida, Y; Poorter, L; Sterck, F; Kassim, AR; Potts, MD; Kubo, T; Kohyama, TS",Linking size-dependent growth and mortality with architectural traits across 145 co-occurring tropical tree species,2014,95,2,353,363,76,62,0.8456973293768546,keep,no,NA,NA,NA,NA,NA,NA,NA
"Ibanez, I; McCarthy-Neumann, S",Integrated assessment of the direct and indirect effects of resource gradients on tree species recruitment,2014,95,2,364,375,10,62,0.11275964391691394,keep,no,NA,NA,NA,NA,NA,NA,NA
"Punchi-Manage, R; Wiegand, T; Wiegand, K; Getzin, S; Gunatilleke, CVS; Gunatilleke, IAUN",Effect of spatial processes and topography on structuring species assemblages in a sri lankan dipterocarp forest,2014,95,2,376,386,43,62,0.5934718100890207,keep,no,NA,NA,NA,NA,NA,NA,NA
"Crutsinger, GM; Rodriguez-Cabal, MA; Roddy, AB; Peay, KG; Bastow, JL; Kidder, AG; Dawson, TE; Fine, PVA; Rudgers, JA",Genetic variation within a dominant shrub structures green and brown community assemblages,2014,95,2,387,398,21,62,0.2997032640949555,keep,no,NA,NA,NA,NA,NA,NA,NA
"Dwyer, JM; Hobbs, RJ; Mayfield, MM",Specific leaf area responses to environmental gradients through space and time,2014,95,2,399,410,120,62,0.9376854599406528,keep,no,NA,NA,NA,NA,NA,NA,NA
"Brownstein, G; Lee, WG; Pritchard, DW; Wilson, JB",Turf wars: experimental tests for alternative stable states in a two-phase coastal ecosystem,2014,95,2,411,424,3,62,0.034124629,keep,no,NA,NA,NA,NA,NA,NA,NA
"Goldstein, LJ; Suding, KN",Intra-annual rainfall regime shifts competitive interactions between coastal sage scrub and invasive grasses,2014,95,2,425,435,36,62,0.5192878338278932,keep,no,NA,NA,NA,NA,NA,NA,NA
"Germain, RR; Arcese, P",Distinguishing individual quality from habitat preference and quality in a territorial passerine,2014,95,2,436,445,39,62,0.5489614243323442,keep,no,NA,NA,NA,NA,NA,NA,NA
"Oro, D; Hernandez, N; Jover, L; Genovart, M",From recruitment to senescence: food shapes the age-dependent pattern of breeding performance in a long-lived bird,2014,95,2,446,457,33,62,0.47181008902077154,keep,no,NA,NA,NA,NA,NA,NA,NA
"Ortega, YK; Benson, A; Greene, E",Invasive plant erodes local song diversity in a migratory passerine,2014,95,2,458,465,9,62,0.097922849,keep,no,NA,NA,NA,NA,NA,NA,NA
"Weiner, CN; Werner, M; Linsenmair, KE; Bluthgen, N",Land-use impacts on plant-pollinator networks: interaction strength and specialization predict pollinator declines,2014,95,2,466,474,119,62,0.9317507418397626,keep,no,NA,NA,NA,NA,NA,NA,NA
"Dattilo, W; Marquitti, FMD; Guimaraes, PR; Izzo, TJ",The structure of ant-plant ecological networks: is abundance enough?,2014,95,2,475,485,54,62,0.6928783382789317,keep,no,NA,NA,NA,NA,NA,NA,NA
"Barton, BT; Ives, AR",Species interactions and a chain of indirect effects driven by reduced precipitation,2014,95,2,486,494,42,62,0.5830860534124629,keep,no,NA,NA,NA,NA,NA,NA,NA
"von Euler, T; Agren, J; Ehrlen, J",Environmental context influences both the intensity of seed predation and plant demographic sensitivity to attack,2014,95,2,495,504,34,62,0.49258160237388726,keep,no,NA,NA,NA,NA,NA,NA,NA
"Tamme, R; Gotzenberger, L; Zobel, M; Bullock, JM; Hooftman, DAP; Kaasik, A; Partel, M",Predicting species' maximum dispersal distances from simple plant traits,2014,95,2,505,513,162,62,0.9821958456973294,keep,no,NA,NA,NA,NA,NA,NA,NA
"Fedriani, JM; Wiegand, T",Hierarchical mechanisms of spatially contagious seed dispersal in complex seed-disperser networks,2014,95,2,514,526,27,62,0.3887240356083086,keep,no,NA,NA,NA,NA,NA,NA,NA
"Ehnes, RB; Pollierer, MM; Erdmann, G; Klarner, B; Eitzinger, B; Digel, C; Ott, D; Maraun, M; Scheu, S; Brose, U",Lack of energetic equivalence in forest soil invertebrates,2014,95,2,527,537,35,62,0.5059347181008902,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hayden, B; Harrod, C; Kahilainen, KK",Lake morphometry and resource polymorphism determine niche segregation between cool- and cold-water-adapted fish,2014,95,2,538,552,37,62,0.5311572700296736,keep,no,NA,NA,NA,NA,NA,NA,NA
"Bailly, D; Cassemiro, FAS; Agostinho, CS; Marques, EE; Agostinho, AA",The metabolic theory of ecology convincingly explains the latitudinal diversity gradient of neotropical freshwater fish,2014,95,2,553,562,16,62,0.228486647,keep,no,NA,NA,NA,NA,NA,NA,NA
"Taipale, SJ; Brett, MT; Hahn, MW; Martin-Creuzburg, D; Yeung, S; Hiltunen, M; Strandberg, U; Kankaala, P","Differing daphnia magna assimilation efficiencies for terrestrial, bacterial, and algal carbon and fatty acids",2014,95,2,563,576,90,62,0.887240356,keep,no,NA,NA,NA,NA,NA,NA,NA
"Stynoski, JL; Torres-Mendoza, Y; Sasa-Marin, M; Saporito, RA",Evidence of maternal provisioning of alkaloid-based chemical defenses in the strawberry poison frog oophaga pumilio,2014,95,3,587,593,52,62,0.6676557863501483,keep,no,NA,NA,NA,NA,NA,NA,NA
"Brockerhoff, EG; Kimberley, M; Liebhold, AM; Haack, RA; Cavey, JF",Predicting how altering propagule pressure changes establishment rates of biological invaders across species pools,2014,95,3,594,601,92,62,0.8961424332344213,keep,no,NA,NA,NA,NA,NA,NA,NA
"Natali, SM; Schuur, EAG; Webb, EE; Pries, CEH; Crummer, KG",Permafrost degradation stimulates carbon loss from experimentally warmed tundra,2014,95,3,602,608,103,62,0.9109792284866469,keep,no,NA,NA,NA,NA,NA,NA,NA
"Ellison, AM; Gotelli, NJ; Inouye, BD; Strong, DR","P values, hypothesis testing, and model selection: it's deja vu all over again(1)",2014,95,3,609,610,31,62,0.4287833827893175,omit,no,NA,NA,NA,NA,NA,NA,NA
"Murtaugh, PA",In defense of p values,2014,95,3,611,617,211,62,0.9881305637982196,keep,yes,0,0,0,0,0,0,1
"de Valpine, P",The common sense of p values,2014,95,3,617,621,19,62,0.271513353,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Barber, JJ; Ogle, K",To p or not to p?,2014,95,3,621,626,13,62,0.17210682492581603,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Burnham, KP; Anderson, DR",P values are only an index to evidence: 20th-vs. 21st-century statistical science,2014,95,3,627,630,78,62,0.8516320474777448,keep,yes,0,0,0,0,0,0,1
"Aho, K; Derryberry, D; Peterson, T",Model selection for ecologists: the worldviews of aic and bic,2014,95,3,631,636,625,62,0.9970326409495549,keep,yes,0,0,0,0,0,1,0
"Stanton-Geddes, J; de Freitas, CG; Dambros, CD",In defense of p values: comment on the statistical methods actually used by ecologists,2014,95,3,637,642,9,62,0.097922849,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Lavine, M",Comment on murtaugh,2014,95,3,642,645,13,62,0.17210682492581603,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Spanos, A",Recurring controversies about p values and confidence intervals revisited,2014,95,3,645,651,18,62,0.2626112759643917,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Murtaugh, PA",Rejoinder,2014,95,3,651,653,8,62,0.075667656,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Nash, KL; Allen, CR; Angeler, DG; Barichievy, C; Eason, T; Garmestani, AS; Graham, NAJ; Granholm, D; Knutson, M; Nelson, RJ; Nystrom, M; Stow, CA; Sundstrom, SM","Discontinuities, cross-scale patterns, and the organization of ecosystems",2014,95,3,654,667,85,62,0.8783382789317508,keep,no,NA,NA,NA,NA,NA,NA,NA
